"";"Codigo";"X";"Y";"Pais";"Clase";"Cita";"Fecha";"Autor(es)";"year";"Titulo";"Palabras Clave";"Resumen";"Tematica";"Link";"Tipo";"filtroE";"filtroP";"Bioma"
"399";"Peces_010";-2,223725;-80,118538;"Ecuador";"PECES";"Pacheco 2014";NA;"Pacheco J";2014;"Aspectos Pesqueros de las Principales Especies Capturadas en el Embalse Parque Lago Chongón; Durante 2014";"Chongo´n Reservoir; average size at maturity; stages; gonads";"Since 2003 the National Fisheries Institute (INP) performs a biological and fishery survey of the main species caught in the reservoir Chongo´n in order to know the status of existing resources and to develop recommendations for the purposes of fisheries management and tracking system. During the year 2014; monthly field trips to the reservoir were performed to obtain the biological and fishing information. The estimated total landing was 100.5 t; a decrease of 52.3% compared to 2013 was observed; Pseudocurimata boulengeri was the most representative species in gillnet catches (44.5%); with an average maturity size of 24.0 cm TL and an average weight of 194.6 g in females and 159.6 g in males; followed by Andinoacara rivulatus (19.4%); Cherax quadricarinatus (14.9 %) caught by traps; Hoplias microlepis (12.8%); Oreochromis spp. (3.3%) and Brycon albunus (5.1%). The abundant presence of aquatic floating plants on the banks of the reservoir; hampered fishing and boating activities. The catch average size of freshwater lobster for both sexes was 11.0 cm TL; lower than recommended by the INP 11.5 cm TL minimum size. Sexually mature gonads of fish examined were mainly observed in the months of January (77.9%); February (72.9%) and March (69.8%) and spawning took place in April (86.6 %) and May (79.1%) in 2014.";"Ecología";"https://bit.ly/3eZBwDp";"Artículo";"Western Ecuador moist forests";"Ecuador";"Bosques lluviosos"
"400";"Peces_011";-2,223726;-80,118539;"Ecuador";"PECES";"Pacheco 2015";NA;"Pacheco J";2015;"Aspectos Pesqueros de las Principales Especies Capturadas en el Embalse Parque Lago Chongón; Durante 2015";"Chongon reservoir; average size at maturity; stages; gonads";"Since 2003 the National Fisheries Institute (INP) performs a biological and fishery survey of the main species caught in the reservoir Chongo´n in order to know the status of existing resources and to develop recommendations for the purposes of fisheries management and tracking system. During the year 2014; monthly field trips to the reservoir were performed to obtain the biological and fishing information. The estimated total landing was 100.5 t; a decrease of 52.3% compared to 2013 was observed; Pseudocurimata boulengeri was the most representative species in gillnet catches (44.5%); with an average maturity size of 24.0 cm TL and an average weight of 194.6 g in females and 159.6 g in males; followed by Andinoacara rivulatus (19.4%); Cherax quadricarinatus (14.9 %) caught by traps; Hoplias microlepis (12.8%); Oreochromis spp. (3.3%) and Brycon albunus (5.1%). The abundant presence of aquatic floating plants on the banks of the reservoir; hampered fishing and boating activities. The catch average size of freshwater lobster for both sexes was 11.0 cm TL; lower than recommended by the INP 11.5 cm TL minimum size. Sexually mature gonads of fish examined were mainly observed in the months of January (77.9%); February (72.9%) and March (69.8%) and spawning took place in April (86.6 %) and May (79.1%) in 2014.";"Ecología";"https://bit.ly/33gZQLB";"Artículo";"Western Ecuador moist forests";"Ecuador";"Bosques lluviosos"
"401";"Peces_012";-2,223727;-80,11854;"Ecuador";"PECES";"Pacheco 2017";NA;"Pacheco J";2017;"Aspectos Pesqueros de las Principales Especies Capturadas en el Embalse Parque Lago Chongón; Durante 2017";"Chongon reservoir; average size at maturity; stages; gonads";"Since 2003 the National Fisheries Institute (INP) performs a biological and fishery survey of the main species caught in the reservoir Chongo´n in order to know the status of existing resources and to develop recommendations for the purposes of fisheries management and tracking system. During the year 2014; monthly field trips to the reservoir were performed to obtain the biological and fishing information. The estimated total landing was 100.5 t; a decrease of 52.3% compared to 2013 was observed; Pseudocurimata boulengeri was the most representative species in gillnet catches (44.5%); with an average maturity size of 24.0 cm TL and an average weight of 194.6 g in females and 159.6 g in males; followed by Andinoacara rivulatus (19.4%); Cherax quadricarinatus (14.9 %) caught by traps; Hoplias microlepis (12.8%); Oreochromis spp. (3.3%) and Brycon albunus (5.1%). The abundant presence of aquatic floating plants on the banks of the reservoir; hampered fishing and boating activities. The catch average size of freshwater lobster for both sexes was 11.0 cm TL; lower than recommended by the INP 11.5 cm TL minimum size. Sexually mature gonads of fish examined were mainly observed in the months of January (77.9%); February (72.9%) and March (69.8%) and spawning took place in April (86.6 %) and May (79.1%) in 2014.";"Ecología";"https://bit.ly/33gZQLB";"Artículo";"Western Ecuador moist forests";"Ecuador";"Bosques lluviosos"
"402";"Peces_013";-2,223728;-80,118541;"Ecuador";"PECES";"Pacheco 2017";NA;"Pacheco J";2017;"Principales especies capturadas en el embalse de Chongón";"Chongon reservoir; average size at maturity; stages; gonads";"No Aplica";"Diversidad";"https://bit.ly/3h3TxDm";"Artículo";"Western Ecuador moist forests";"Ecuador";"Bosques lluviosos"
"403";"Peces_014";-3,7443306;-80,010636;"Ecuador";"PECES";"Nirchio 2014";NA;"Nirchio M; Oliveira C";2014;"Caracterización citogenética de peces de la Provincia de El Oro.";"Chromosomes; karyotype; taxonomy; fishes";"No Aplica";"Ecología";"https://bit.ly/3h4TTK7";"Artículo";"Eastern Cordillera real montane forests";"Ecuador";"Bosques secos"
"404";"Peces_015";-0,6450556;-80,339012;"Ecuador";"PECES";"García 2014";NA;"García M";2014;"Ictioplancton y peces del estuario del río Chone; Manabí; Ecuador; durante enero 2006 marzo 2007";"Spawning; eggs; larvae; juveniles; ichthyoplankton; artisanal fishing; estuary";"This publication presents the results of the analysis of Ichthyoplankton samples collected from January 2006 until March 2007 on ten stations located in the estuary of the Chone river. It graphically shows the monthly distribution of the most abundant families; as well as the physical-chemical parameters registered on them. Photographic illustrations of juvenile fish collected monthly from hyperbenthos in a fixed station in Leonidas Plaza and a list of fish from the artisanal fishery are included; identifying by order; family; genus; species and common name.";"Ecología";"https://bit.ly/3vY4jiX";"Artículo";NA;NA;"Bosques lluviosos"
"405";"Peces_016";2,0802889;-79,70613;"Ecuador";"PECES";"Fowler 1911";NA;"Fowler H";1911;"New Fresh-Water Fishes from Western Ecuador";"Ecuador; fish; ichthyology";"The most numerous eggs and larvae corresponded to the family engraulidae; scianidae and gobiidae. The higher densities that were found in stations near the ocean suggest that the spawning occurred preferentially towards the outer part of the estuary and from there the Ichthyoplankton was transported by the tides toward the inside of the estuary. The highest concentrations were apparent in the last quarter of the year; coinciding with the low values of salinity; unusual for the time; which arose due to the flow of freshwater from the ‘’the Esperanza” dam; when it began to operate a hydroelectric plant located in the same area. It is recommended to carry out a new study now when the plant has stopped working; to verify the findings referred to in the present investigation.";"H.Natural";"https://bit.ly/33iPKKf";"Artículo";NA;NA;"Bosques lluviosos"
"406";"Peces_017";3,5694389;-79,94291;"Ecuador";"PECES";"Tan et al. 2012";NA;"Tan M; Armbruster J";2012;"Cordylancistrus santarosensis (Siluriformes: Loricariidae); a new species with unique snout deplatation from the Río Santa Rosa; Ecuador";"Ancistrini; armored sucker-mouth catfish; Ecuador; South America; Neotropics";"No Aplica";"Sistemática";"https://bit.ly/3fchtlF";"Artículo";NA;NA;"Bosques lluviosos"
"407";"Peces_018";1,1931778;-79,50605;"Ecuador";"PECES";"Revelo 2009";NA;"Revelo W";2009;"Aspectos biológicos y pesqueros de los principales peces del sistema hídrico de la provincia de Los Ríos; durante 2009";"bocachico; sweet water; frequency; closure; length; ichthyofauna; stages; maturity; proportion";"During 2009 (except May; August and September); a total of 3772 fish specimens comprised of 16 species; dica; were analyzed; the dominant specie was dica with 1561 specimens (42.3%); the less captured were ro´balo and chame with only one individual for each specie; (0.03%). The male female sex ratio; and average catch size and average sexual ripeness of the main fish species were: dama (1: 1.16; 23.7 and 20 cm TL); dica (1: 1.15; 17; 3 and 16 cm TL); guanchiche (1: 1.2; 29 and 20 cm TL); rato´n (1: 1.25; 23.5 and 19 cm TL) and bocachico (1:1; 06; 21; 6 and 20 cm TL). At sexual maturity stages; the majority of species such were found in stage I and II; these were individual immature females; however; for the guanchiche females in stages III; IV and V (55%) were dominant and regarding to males: dama (66%) and rato´n (58%) dominated the stages III; IV and V; respectively. The main fish catch sites were ponds (70%).";"Conservación";"https://bit.ly/3h5vFPN";"Artículo";NA;NA;"Bosques lluviosos"
"408";"Peces_019";3,5694389;-79,94291;"Ecuador";"PECES";"Aguirre et al. 2014";NA;"Aguirre W; Navarrete R; Calle P; Sánchez G";2014;"First Record of Iotabrycon praecox Roberts 1973 (Characidae: Stevardiinae) in the Santa Rosa Drainage; Southwestern Ecuador";"new record; Stevardiinae; Iotabrycon praecox; Ecuador";"Iotabrycon praecox (Characidae: Stevardiinae) has been reported as endemic to the Guayas River drainage in Western Ecuador since its description in 1973. We collected one specimen of I. praecox in the Santa Rosa River; Santa Rosa drainage; El Oro Province; approximately 144 km south of the Guayas drainage; significantly expanding the known geographic distribution of the species. Given the severe anthropomorphic pressures impacting fishes in Southwestern Ecuador; there is an urgent need to evaluate the present status of I. praecox in the region.";"Conservación";"https://bit.ly/3nPJMde";"Artículo";NA;NA;"Bosques lluviosos"
"409";"Peces_020";3,6328194;-80,45605;"Perú";"PECES";"Ortega et al. 2012";NA;"Ortega H; Hidalgo M; Trevejo G; Correa E; Cortijo A; Meza V; Espino J";2012;"Lista anotada de los peces de aguas continentales del Peru. Estado actual del conocimiento; distribución; usos y aspectos de conservación.";"Tumbesina Region; Peru; ichthyology; fish";"The inland fishes of Peru are being investigated as part of a long-term project of the Natural History Museum of the Universidad Nacional Mayor de San Marcos (MHN-UNMSM). Fish have been inventoried through scientific collections in the main river basins; including coastal rivers; high Andean aquatic environments and the Peruvian Amazon. Our studies in aquatic systems in the main natural protected areas have been relatively intensive; which allows us to have a reasonable estimate of fish diversity in these areas. This paper discusses specific inventories in Peruvian coastal rivers and in the high Andes; as well as in some river systems; such as the Amazon; shared with several neighboring countries.
To date; the Scientific Collection of fishes of the Natural History Museum of the Universidad Nacional Mayor de San Marcos contains approximately 450;000 specimens; in approximately 40;000 catalogued lots. Compiling this information with the pertinent scientific literature; 1064 valid native species (55 families and 17 orders) are recognized. Most of the species correspond to the Super Order Ostariophysi (82%); with Characiformes and Siluriformes as the dominant orders. Characidae is the most diverse family comprising 24% of the total number of species. The authors estimate that the number of continental species for Peru would be around 1300 species. Therefore; in order to understand the current diversity of freshwater fishes; it is necessary to carry out more field work in many large hydrographic systems and their tributaries; because some results date back two decades and in those places where accessibility is more restricted; our knowledge is still scarce.
In this publication; in addition to presenting the updated annotated list of fishes for the inland waters of our country (1064 valid species); according to systematic order and including common names and their distribution by major river basins; we discuss the conservation status of aquatic resources and their habitats for fishes in the main river basins of Peru. It also mentions the current
current problems that negatively affect the country's aquatic systems; such as deforestation and gold mining along high forest areas and the Amazonian plain; the direct environmental impacts that have been identified on aquatic systems and their species are also noted: the introduction of exotic species that affect local and regional ichthyofauna; the construction of numerous hydroelectric dams that would mainly affect the natural migration of fish and their reproductive cycles; in addition; overfishing on a regional scale (in the surroundings of large cities such as Iquitos and Pucallpa; fishing efforts have increased notably in the last decade and the catch per unit effort seems to have decreased).
Finally; some recommendations are proposed that could have an important effect on the care of aquatic ecosystems and their fish: the establishment of environmental education programs; communication to the general public about the main problems that threaten freshwater ecosystems and species; and the preparation of future corrective measures for the protection; conservation and recovery of such environments and organisms.";"Distribución";"https://bit.ly/3vPcmhV";"Libro";NA;NA;"Bosques lluviosos"
